municipality,year,inc
Haderslev,2005,155234.0
Kolding,2005,164881.0
Sønderborg,2005,155482.0
Tønder,2005,150031.0
Varde,2005,160036.0
Vejen,2005,156107.0
Vejle,2005,169130.0
Aabenraa,2005,157175.0
Favrskov,2005,167660.0
Hedensted,2005,168349.0
Horsens,2005,160218.0
Norddjurs,2005,151407.0
Odder,2005,170445.0
Randers,2005,155357.0
Samsø,2005,145127.0
Silkeborg,2005,171537.0
Skanderborg,2005,178861.0
Syddjurs,2005,163602.0
Aarhus,2005,164626.0
Herning,2005,163648.0
Holstebro,2005,161337.0
Ikast-Brande,2005,157703.0
Lemvig,2005,154730.0
Ringkøbing-Skjern,2005,163555.0
Skive,2005,153804.0
Struer,2005,158425.0
Viborg,2005,160150.0
Brønderslev,2005,151899.0
Frederikshavn,2005,153404.0
Hjørring,2005,152785.0
Jammerbugt,2005,153974.0
Læsø,2005,143908.0
Mariagerfjord,2005,154025.0
Morsø,2005,150137.0
Rebild,2005,161358.0
Thisted,2005,152611.0
Vesthimmerlands,2005,150897.0
Aalborg,2005,155877.0
Copenhagen,2006,161706.0
Frederiksberg,2006,195470.0
Dragør,2006,216054.0
Tårnby,2006,181010.0
Albertslund,2006,161196.0
Ballerup,2006,176236.0
Brøndby,2006,162922.0
Gentofte,2006,300141.0
Gladsaxe,2006,183994.0
Glostrup,2006,176367.0
Herlev,2006,173950.0
Hvidovre,2006,169722.0
Høje-Taastrup,2006,175861.0
Ishøj,2006,160929.0
Lyngby-Taarbæk,2006,224145.0
Rødovre,2006,170876.0
Vallensbæk,2006,203558.0
Allerød,2006,223367.0
Egedal,2006,203930.0
Fredensborg,2006,208499.0
Frederikssund,2006,185568.0
Furesø,2006,219281.0
Gribskov,2006,190893.0
Halsnæs,2006,171975.0
Helsingør,2006,187215.0
Hillerød,2006,196464.0
Hørsholm,2006,274922.0
Rudersdal,2006,285218.0
Bornholm,2006,150963.0
Greve,2006,198576.0
Køge,2006,180304.0
Lejre,2006,195173.0
Roskilde,2006,193899.0
Solrød,2006,208135.0
Faxe,2006,167467.0
Guldborgsund,2006,157570.0
Holbæk,2006,170917.0
Kalundborg,2006,166345.0
Lolland,2006,146057.0
Næstved,2006,166650.0
Odsherred,2006,160442.0
Ringsted,2006,172900.0
Slagelse,2006,162088.0
Sorø,2006,171131.0
Stevns,2006,175073.0
Vordingborg,2006,159380.0
Assens,2006,160910.0
Faaborg-Midtfyn,2006,158752.0
Kerteminde,2006,164872.0
Langeland,2006,145760.0
Middelfart,2006,169978.0
Nordfyns,2006,159631.0
Nyborg,2006,159766.0
Odense,2006,158000.0
Svendborg,2006,160304.0
Ærø,2006,151732.0
Billund,2006,167878.0
Esbjerg,2006,166600.0
Fanø,2006,180694.0
Fredericia,2006,169317.0
Haderslev,2006,162702.0
Kolding,2006,172267.0
Sønderborg,2006,161044.0
Tønder,2006,157835.0
Varde,2006,166351.0
Vejen,2006,161810.0
Vejle,2006,176771.0
Aabenraa,2006,162941.0
Favrskov,2006,175227.0
Hedensted,2006,176091.0
Horsens,2006,167526.0
Norddjurs,2006,156513.0
Odder,2006,176075.0
Randers,2006,161043.0
Samsø,2006,151644.0
Silkeborg,2006,179386.0
Skanderborg,2006,187682.0
Syddjurs,2006,171048.0
Aarhus,2006,170113.0
Herning,2006,168682.0
Holstebro,2006,168243.0
Ikast-Brande,2006,165762.0
Lemvig,2006,165457.0
Ringkøbing-Skjern,2006,172308.0
Skive,2006,159993.0
Struer,2006,163254.0
Viborg,2006,167208.0
Brønderslev,2006,159080.0
Frederikshavn,2006,162556.0
Hjørring,2006,159305.0
Jammerbugt,2006,160898.0
Læsø,2006,155523.0
Mariagerfjord,2006,160886.0
Morsø,2006,154168.0
Rebild,2006,168983.0
Thisted,2006,159949.0
Vesthimmerlands,2006,156456.0
Aalborg,2006,160822.0
Copenhagen,2007,164751.0
Frederiksberg,2007,195834.0
Dragør,2007,221681.0
Tårnby,2007,183218.0
Albertslund,2007,164943.0
Ballerup,2007,179957.0
Brøndby,2007,165536.0
Gentofte,2007,301662.0
Gladsaxe,2007,186991.0
Glostrup,2007,181519.0
Herlev,2007,178441.0
Hvidovre,2007,175357.0
Høje-Taastrup,2007,179567.0
Ishøj,2007,165175.0
Lyngby-Taarbæk,2007,230635.0
Rødovre,2007,175908.0
Vallensbæk,2007,204459.0
Allerød,2007,228249.0
Egedal,2007,208161.0
Fredensborg,2007,213726.0
Frederikssund,2007,189038.0
Furesø,2007,226626.0
Gribskov,2007,195995.0
Halsnæs,2007,175756.0
Helsingør,2007,197517.0
Hillerød,2007,200569.0
Hørsholm,2007,291323.0
Rudersdal,2007,287362.0
Bornholm,2007,152750.0
Greve,2007,207562.0
Køge,2007,184362.0
Lejre,2007,198041.0
Roskilde,2007,199957.0
Solrød,2007,217627.0
Faxe,2007,173724.0
Guldborgsund,2007,159403.0
Holbæk,2007,175391.0
Kalundborg,2007,169468.0
Lolland,2007,147563.0
Næstved,2007,172441.0
Odsherred,2007,162555.0
Ringsted,2007,178779.0
Slagelse,2007,168166.0
Sorø,2007,173512.0
Stevns,2007,179093.0
Vordingborg,2007,163341.0
Assens,2007,164289.0
Faaborg-Midtfyn,2007,162317.0
Kerteminde,2007,171517.0
Langeland,2007,151466.0
Middelfart,2007,175315.0
Nordfyns,2007,160911.0
Nyborg,2007,163164.0
Odense,2007,165455.0
Svendborg,2007,167569.0
Ærø,2007,162993.0
Billund,2007,174708.0
Esbjerg,2007,170314.0
Fanø,2007,192091.0
Fredericia,2007,173423.0
Haderslev,2007,166302.0
Kolding,2007,174979.0
Sønderborg,2007,163884.0
Tønder,2007,161648.0
Varde,2007,171142.0
Vejen,2007,164204.0
Vejle,2007,180173.0
Aabenraa,2007,166983.0
Favrskov,2007,179510.0
Hedensted,2007,178520.0
Horsens,2007,171357.0
Norddjurs,2007,161731.0
Odder,2007,178910.0
Randers,2007,165695.0
Samsø,2007,155237.0
Silkeborg,2007,183001.0
Skanderborg,2007,191337.0
Syddjurs,2007,181701.0
Aarhus,2007,174580.0
Herning,2007,173485.0
Holstebro,2007,175298.0
Ikast-Brande,2007,174047.0
Lemvig,2007,170353.0
Ringkøbing-Skjern,2007,174267.0
Skive,2007,164777.0
Struer,2007,166958.0
Viborg,2007,172524.0
Brønderslev,2007,160605.0
Frederikshavn,2007,164633.0
Hjørring,2007,160766.0
Jammerbugt,2007,162799.0
Læsø,2007,158177.0
Mariagerfjord,2007,165453.0
Morsø,2007,153034.0
Rebild,2007,171714.0
Thisted,2007,165314.0
Vesthimmerlands,2007,160935.0
Aalborg,2007,166375.0
Copenhagen,2008,167519.0
Frederiksberg,2008,194175.0
Dragør,2008,220100.0
Tårnby,2008,186265.0
Albertslund,2008,169042.0
Ballerup,2008,182901.0
Brøndby,2008,170314.0
Gentofte,2008,275209.0
Gladsaxe,2008,189655.0
Glostrup,2008,184220.0
Herlev,2008,182484.0
Hvidovre,2008,178735.0
Høje-Taastrup,2008,182681.0
Ishøj,2008,167694.0
Lyngby-Taarbæk,2008,226855.0
Rødovre,2008,180599.0
Vallensbæk,2008,203463.0
Allerød,2008,222414.0
Egedal,2008,208794.0
Fredensborg,2008,210534.0
Frederikssund,2008,187939.0
Furesø,2008,222080.0
Gribskov,2008,191709.0
Halsnæs,2008,177756.0
Helsingør,2008,191679.0
Hillerød,2008,200693.0
Hørsholm,2008,259812.0
Rudersdal,2008,266930.0
Bornholm,2008,155300.0
Greve,2008,204182.0
Køge,2008,184889.0
Lejre,2008,197298.0
Roskilde,2008,198139.0
Solrød,2008,210799.0
Faxe,2008,173413.0
Guldborgsund,2008,160043.0
Holbæk,2008,174818.0
Kalundborg,2008,164757.0
Lolland,2008,150538.0
Næstved,2008,170481.0
Odsherred,2008,161163.0
Ringsted,2008,178548.0
Slagelse,2008,166615.0
Sorø,2008,169675.0
Stevns,2008,182697.0
Vordingborg,2008,161111.0
Assens,2008,161082.0
Faaborg-Midtfyn,2008,162912.0
Kerteminde,2008,167061.0
Langeland,2008,150802.0
Middelfart,2008,176057.0
Nordfyns,2008,159335.0
Nyborg,2008,165847.0
Odense,2008,165768.0
Svendborg,2008,170871.0
Ærø,2008,162933.0
Billund,2008,171198.0
Esbjerg,2008,172014.0
Fanø,2008,189265.0
Fredericia,2008,173585.0
Haderslev,2008,163614.0
Kolding,2008,177514.0
Sønderborg,2008,165768.0
Tønder,2008,154378.0
Varde,2008,165340.0
Vejen,2008,161476.0
Vejle,2008,179578.0
Aabenraa,2008,166290.0
Favrskov,2008,179935.0
Hedensted,2008,175190.0
Horsens,2008,168107.0
Norddjurs,2008,160051.0
Odder,2008,176608.0
Randers,2008,166411.0
Samsø,2008,156316.0
Silkeborg,2008,181306.0
Skanderborg,2008,189378.0
Syddjurs,2008,175894.0
Aarhus,2008,172568.0
Herning,2008,170883.0
Holstebro,2008,170178.0
Ikast-Brande,2008,168018.0
Lemvig,2008,163870.0
Ringkøbing-Skjern,2008,166940.0
Skive,2008,161995.0
Struer,2008,170125.0
Viborg,2008,170433.0
Brønderslev,2008,152733.0
Frederikshavn,2008,162845.0
Hjørring,2008,159361.0
Jammerbugt,2008,159344.0
Læsø,2008,151090.0
Mariagerfjord,2008,163464.0
Morsø,2008,154331.0
Rebild,2008,168398.0
Thisted,2008,160951.0
Vesthimmerlands,2008,156280.0
Aalborg,2008,167076.0
Copenhagen,2009,171951.0
Frederiksberg,2009,199731.0
Dragør,2009,217104.0
Tårnby,2009,189340.0
Albertslund,2009,172800.0
Ballerup,2009,183351.0
Brøndby,2009,171557.0
Gentofte,2009,274992.0
Gladsaxe,2009,191061.0
Glostrup,2009,187212.0
Herlev,2009,185132.0
Hvidovre,2009,179674.0
Høje-Taastrup,2009,184364.0
Ishøj,2009,167550.0
Lyngby-Taarbæk,2009,223304.0
Rødovre,2009,179581.0
Vallensbæk,2009,204412.0
Allerød,2009,224741.0
Egedal,2009,206649.0
Fredensborg,2009,208582.0
Frederikssund,2009,188638.0
Furesø,2009,221771.0
Gribskov,2009,189237.0
Halsnæs,2009,175875.0
Helsingør,2009,190185.0
Hillerød,2009,199617.0
Hørsholm,2009,250958.0
Rudersdal,2009,254810.0
Bornholm,2009,160093.0
Greve,2009,198311.0
Køge,2009,184560.0
Lejre,2009,195820.0
Roskilde,2009,196563.0
Solrød,2009,201043.0
Faxe,2009,176047.0
Guldborgsund,2009,164034.0
Holbæk,2009,179417.0
Kalundborg,2009,173131.0
Lolland,2009,156163.0
Næstved,2009,176156.0
Odsherred,2009,165045.0
Ringsted,2009,180589.0
Slagelse,2009,172499.0
Sorø,2009,179265.0
Stevns,2009,179812.0
Vordingborg,2009,165494.0
Assens,2009,168406.0
Faaborg-Midtfyn,2009,166716.0
Kerteminde,2009,173181.0
Langeland,2009,152868.0
Middelfart,2009,181640.0
Nordfyns,2009,163963.0
Nyborg,2009,171287.0
Odense,2009,170798.0
Svendborg,2009,174462.0
Ærø,2009,164857.0
Billund,2009,173384.0
Esbjerg,2009,175733.0
Fanø,2009,197164.0
Fredericia,2009,178272.0
Haderslev,2009,170670.0
Kolding,2009,179153.0
Sønderborg,2009,156977.0
Tønder,2009,157264.0
Varde,2009,168515.0
Vejen,2009,164464.0
Vejle,2009,183456.0
Aabenraa,2009,167106.0
Favrskov,2009,183567.0
Hedensted,2009,180127.0
Horsens,2009,175684.0
Norddjurs,2009,162946.0
Odder,2009,185073.0
Randers,2009,170049.0
Samsø,2009,163034.0
Silkeborg,2009,187638.0
Skanderborg,2009,194101.0
Syddjurs,2009,177203.0
Aarhus,2009,177687.0
Herning,2009,174893.0
Holstebro,2009,173063.0
Ikast-Brande,2009,169166.0
Lemvig,2009,164417.0
Ringkøbing-Skjern,2009,171904.0
Skive,2009,167319.0
Struer,2009,171382.0
Viborg,2009,176363.0
Brønderslev,2009,161583.0
Frederikshavn,2009,168186.0
Hjørring,2009,163001.0
Jammerbugt,2009,165454.0
Læsø,2009,155465.0
Mariagerfjord,2009,166503.0
Morsø,2009,156798.0
Rebild,2009,176004.0
Thisted,2009,162535.0
Vesthimmerlands,2009,159386.0
Aalborg,2009,171881.0
Copenhagen,2010,184281.0
Frederiksberg,2010,219475.0
Dragør,2010,242929.0
Tårnby,2010,203459.0
Albertslund,2010,183831.0
Ballerup,2010,197401.0
Brøndby,2010,182312.0
Gentofte,2010,321327.0
Gladsaxe,2010,207801.0
Glostrup,2010,201063.0
Herlev,2010,199259.0
Hvidovre,2010,193402.0
Høje-Taastrup,2010,195732.0
Ishøj,2010,179004.0
Lyngby-Taarbæk,2010,254713.0
Rødovre,2010,192209.0
Vallensbæk,2010,222513.0
Allerød,2010,251802.0
Egedal,2010,228868.0
Fredensborg,2010,232064.0
Frederikssund,2010,202635.0
Furesø,2010,248168.0
Gribskov,2010,208448.0
Halsnæs,2010,189494.0
Helsingør,2010,208852.0
Hillerød,2010,220042.0
Hørsholm,2010,303967.0
Rudersdal,2010,306853.0
Bornholm,2010,173759.0
Greve,2010,216897.0
Køge,2010,199699.0
Lejre,2010,216889.0
Roskilde,2010,214795.0
Solrød,2010,223635.0
Faxe,2010,190429.0
Guldborgsund,2010,176177.0
Holbæk,2010,194120.0
Kalundborg,2010,187246.0
Lolland,2010,166511.0
Næstved,2010,189326.0
Odsherred,2010,177967.0
Ringsted,2010,195884.0
Slagelse,2010,183665.0
Sorø,2010,191053.0
Stevns,2010,194772.0
Vordingborg,2010,179911.0
Assens,2010,181933.0
Faaborg-Midtfyn,2010,179305.0
Kerteminde,2010,186206.0
Langeland,2010,163831.0
Middelfart,2010,197527.0
Nordfyns,2010,178366.0
Nyborg,2010,182827.0
Odense,2010,184436.0
Svendborg,2010,186850.0
Ærø,2010,174682.0
Billund,2010,190905.0
Esbjerg,2010,189600.0
Fanø,2010,210107.0
Fredericia,2010,191988.0
Haderslev,2010,181337.0
Kolding,2010,195240.0
Sønderborg,2010,182900.0
Tønder,2010,169980.0
Varde,2010,181714.0
Vejen,2010,180183.0
Vejle,2010,200481.0
Aabenraa,2010,181280.0
Favrskov,2010,200651.0
Hedensted,2010,193808.0
Horsens,2010,188952.0
Norddjurs,2010,176149.0
Odder,2010,200585.0
Randers,2010,182432.0
Samsø,2010,168943.0
Silkeborg,2010,196921.0
Skanderborg,2010,212090.0
Syddjurs,2010,190967.0
Aarhus,2010,192946.0
Herning,2010,190683.0
Holstebro,2010,189285.0
Ikast-Brande,2010,184078.0
Lemvig,2010,185476.0
Ringkøbing-Skjern,2010,186306.0
Skive,2010,178510.0
Struer,2010,183709.0
Viborg,2010,191517.0
Brønderslev,2010,176238.0
Frederikshavn,2010,181012.0
Hjørring,2010,176671.0
Jammerbugt,2010,179025.0
Læsø,2010,170443.0
Mariagerfjord,2010,180701.0
Morsø,2010,166264.0
Rebild,2010,189881.0
Thisted,2010,175719.0
Vesthimmerlands,2010,170310.0
Aalborg,2010,184804.0
Copenhagen,2011,189182.0
Frederiksberg,2011,224754.0
Dragør,2011,261933.0
Tårnby,2011,209500.0
Albertslund,2011,182828.0
Ballerup,2011,202452.0
Brøndby,2011,185604.0
Gentofte,2011,339165.0
Gladsaxe,2011,213516.0
Glostrup,2011,202928.0
Herlev,2011,203029.0
Hvidovre,2011,196751.0
Høje-Taastrup,2011,198826.0
Ishøj,2011,181875.0
Lyngby-Taarbæk,2011,263333.0
Rødovre,2011,196608.0
Vallensbæk,2011,225587.0
Allerød,2011,261760.0
Egedal,2011,232521.0
Fredensborg,2011,235433.0
Frederikssund,2011,206586.0
Furesø,2011,254231.0
Gribskov,2011,210245.0
Halsnæs,2011,191281.0
Helsingør,2011,213742.0
Hillerød,2011,223169.0
Hørsholm,2011,314966.0
Rudersdal,2011,316723.0
Bornholm,2011,174636.0
Greve,2011,222654.0
Køge,2011,202267.0
Lejre,2011,217508.0
Roskilde,2011,219158.0
Solrød,2011,234748.0
Faxe,2011,191067.0
Guldborgsund,2011,173408.0
Holbæk,2011,195562.0
Kalundborg,2011,189511.0
Lolland,2011,168257.0
Næstved,2011,192912.0
Odsherred,2011,180222.0
Ringsted,2011,197182.0
Slagelse,2011,186917.0
Sorø,2011,195094.0
Stevns,2011,198010.0
Vordingborg,2011,181859.0
Assens,2011,184591.0
Faaborg-Midtfyn,2011,183691.0
Kerteminde,2011,190155.0
Langeland,2011,165598.0
Middelfart,2011,197333.0
Nordfyns,2011,184924.0
Nyborg,2011,185598.0
Odense,2011,186960.0
Svendborg,2011,189217.0
Ærø,2011,174333.0
Billund,2011,195230.0
Esbjerg,2011,192786.0
Fanø,2011,215419.0
Fredericia,2011,191378.0
Haderslev,2011,182598.0
Kolding,2011,198340.0
Sønderborg,2011,184455.0
Tønder,2011,173996.0
Varde,2011,188050.0
Vejen,2011,181892.0
Vejle,2011,201780.0
Aabenraa,2011,184117.0
Favrskov,2011,204412.0
Hedensted,2011,194684.0
Horsens,2011,193460.0
Norddjurs,2011,180328.0
Odder,2011,204311.0
Randers,2011,185608.0
Samsø,2011,178054.0
Silkeborg,2011,196924.0
Skanderborg,2011,217897.0
Syddjurs,2011,195670.0
Aarhus,2011,196346.0
Herning,2011,199171.0
Holstebro,2011,195009.0
Ikast-Brande,2011,190432.0
Lemvig,2011,189387.0
Ringkøbing-Skjern,2011,191423.0
Skive,2011,183229.0
Struer,2011,188350.0
Viborg,2011,194133.0
Brønderslev,2011,180932.0
Frederikshavn,2011,185770.0
Hjørring,2011,183635.0
Jammerbugt,2011,185213.0
Læsø,2011,176809.0
Mariagerfjord,2011,184920.0
Morsø,2011,174164.0
Rebild,2011,198058.0
Thisted,2011,181162.0
Vesthimmerlands,2011,177831.0
Aalborg,2011,187797.0
Copenhagen,2012,192990.0
Frederiksberg,2012,230908.0
Dragør,2012,264648.0
Tårnby,2012,212671.0
Albertslund,2012,186626.0
Ballerup,2012,206484.0
Brøndby,2012,187577.0
Gentofte,2012,351659.0
Gladsaxe,2012,217354.0
Glostrup,2012,205223.0
Herlev,2012,207286.0
Hvidovre,2012,200751.0
Høje-Taastrup,2012,201616.0
Ishøj,2012,184956.0
Lyngby-Taarbæk,2012,271433.0
Rødovre,2012,200326.0
Vallensbæk,2012,230163.0
Allerød,2012,266595.0
Egedal,2012,237053.0
Fredensborg,2012,241954.0
Frederikssund,2012,211200.0
Furesø,2012,264457.0
Gribskov,2012,217462.0
Halsnæs,2012,195920.0
Helsingør,2012,219131.0
Hillerød,2012,229704.0
Hørsholm,2012,323727.0
Rudersdal,2012,334819.0
Bornholm,2012,179094.0
Greve,2012,227225.0
Køge,2012,206521.0
Lejre,2012,223167.0
Roskilde,2012,224768.0
Solrød,2012,241207.0
Faxe,2012,196645.0
Guldborgsund,2012,180773.0
Holbæk,2012,201290.0
Kalundborg,2012,194947.0
Lolland,2012,173006.0
Næstved,2012,197967.0
Odsherred,2012,185686.0
Ringsted,2012,202268.0
Slagelse,2012,190849.0
Sorø,2012,200024.0
Stevns,2012,201501.0
Vordingborg,2012,186480.0
Assens,2012,189157.0
Faaborg-Midtfyn,2012,189006.0
Kerteminde,2012,191983.0
Langeland,2012,171838.0
Middelfart,2012,204818.0
Nordfyns,2012,188012.0
Nyborg,2012,189331.0
Odense,2012,187409.0
Svendborg,2012,194073.0
Ærø,2012,179633.0
Billund,2012,201798.0
Esbjerg,2012,198130.0
Fanø,2012,220292.0
Fredericia,2012,195292.0
Haderslev,2012,185536.0
Kolding,2012,202911.0
Sønderborg,2012,190804.0
Tønder,2012,175742.0
Varde,2012,194046.0
Vejen,2012,190281.0
Vejle,2012,207287.0
Aabenraa,2012,188090.0
Favrskov,2012,210245.0
Hedensted,2012,201335.0
Horsens,2012,198571.0
Norddjurs,2012,183718.0
Odder,2012,210477.0
Randers,2012,189553.0
Samsø,2012,185831.0
Silkeborg,2012,206829.0
Skanderborg,2012,224700.0
Syddjurs,2012,203242.0
Aarhus,2012,200098.0
Herning,2012,199123.0
Holstebro,2012,201477.0
Ikast-Brande,2012,193896.0
Lemvig,2012,190977.0
Ringkøbing-Skjern,2012,197298.0
Skive,2012,188348.0
Struer,2012,193412.0
Viborg,2012,198487.0
Brønderslev,2012,188057.0
Frederikshavn,2012,193753.0
Hjørring,2012,189370.0
Jammerbugt,2012,190992.0
Læsø,2012,181651.0
Mariagerfjord,2012,190422.0
Morsø,2012,178822.0
Rebild,2012,204486.0
Thisted,2012,185067.0
Vesthimmerlands,2012,182149.0
Aalborg,2012,191634.0
Copenhagen,2013,198131.0
Frederiksberg,2013,238371.0
Dragør,2013,270354.0
Tårnby,2013,217423.0
Albertslund,2013,188093.0
Ballerup,2013,210474.0
Brøndby,2013,190532.0
Gentofte,2013,363825.0
Gladsaxe,2013,224069.0
Glostrup,2013,210408.0
Herlev,2013,213345.0
Hvidovre,2013,204689.0
Høje-Taastrup,2013,205502.0
Ishøj,2013,187709.0
Lyngby-Taarbæk,2013,282845.0
Rødovre,2013,205730.0
Vallensbæk,2013,235874.0
Allerød,2013,273294.0
Egedal,2013,244977.0
Fredensborg,2013,250551.0
Frederikssund,2013,217812.0
Furesø,2013,273454.0
Gribskov,2013,220764.0
Halsnæs,2013,201199.0
Helsingør,2013,227974.0
Hillerød,2013,234938.0
Hørsholm,2013,336218.0
Rudersdal,2013,353767.0
Bornholm,2013,181589.0
Greve,2013,233678.0
Køge,2013,210935.0
Lejre,2013,230093.0
Roskilde,2013,229263.0
Solrød,2013,244752.0
Faxe,2013,199628.0
Guldborgsund,2013,187256.0
Holbæk,2013,206536.0
Kalundborg,2013,200521.0
Lolland,2013,178638.0
Næstved,2013,202549.0
Odsherred,2013,190481.0
Ringsted,2013,206886.0
Slagelse,2013,195571.0
Sorø,2013,207072.0
Stevns,2013,207739.0
Vordingborg,2013,192716.0
Assens,2013,192580.0
Faaborg-Midtfyn,2013,192790.0
Kerteminde,2013,197804.0
Langeland,2013,174085.0
Middelfart,2013,209102.0
Nordfyns,2013,193530.0
Nyborg,2013,192813.0
Odense,2013,192896.0
Svendborg,2013,198528.0
Ærø,2013,180695.0
Billund,2013,208051.0
Esbjerg,2013,203075.0
Fanø,2013,226293.0
Fredericia,2013,199174.0
Haderslev,2013,190219.0
Kolding,2013,206286.0
Sønderborg,2013,192395.0
Tønder,2013,182838.0
Varde,2013,203952.0
Vejen,2013,197106.0
Vejle,2013,211774.0
Aabenraa,2013,191465.0
Favrskov,2013,216338.0
Hedensted,2013,206998.0
Horsens,2013,204107.0
Norddjurs,2013,187709.0
Odder,2013,215912.0
Randers,2013,193219.0
Samsø,2013,190135.0
Silkeborg,2013,211472.0
Skanderborg,2013,229900.0
Syddjurs,2013,212674.0
Aarhus,2013,207081.0
Herning,2013,203505.0
Holstebro,2013,208410.0
Ikast-Brande,2013,201456.0
Lemvig,2013,202704.0
Ringkøbing-Skjern,2013,201816.0
Skive,2013,192153.0
Struer,2013,196670.0
Viborg,2013,205636.0
Brønderslev,2013,193506.0
Frederikshavn,2013,196242.0
Hjørring,2013,194713.0
Jammerbugt,2013,196579.0
Læsø,2013,187126.0
Mariagerfjord,2013,193119.0
Morsø,2013,184638.0
Rebild,2013,211397.0
Thisted,2013,191877.0
Vesthimmerlands,2013,187954.0
Aalborg,2013,195384.0
Copenhagen,2014,204008.0
Frederiksberg,2014,245712.0
Dragør,2014,279821.0
Tårnby,2014,222582.0
Albertslund,2014,192715.0
Ballerup,2014,219824.0
Brøndby,2014,193785.0
Gentofte,2014,378676.0
Gladsaxe,2014,230224.0
Glostrup,2014,213912.0
Herlev,2014,215922.0
Hvidovre,2014,210133.0
Høje-Taastrup,2014,209435.0
Ishøj,2014,189764.0
Lyngby-Taarbæk,2014,298540.0
Rødovre,2014,210786.0
Vallensbæk,2014,244275.0
Allerød,2014,280848.0
Egedal,2014,248827.0
Fredensborg,2014,257143.0
Frederikssund,2014,222302.0
Furesø,2014,282531.0
Gribskov,2014,228428.0
Halsnæs,2014,205963.0
Helsingør,2014,233337.0
Hillerød,2014,239173.0
Hørsholm,2014,342182.0
Rudersdal,2014,370374.0
Bornholm,2014,185032.0
Greve,2014,238815.0
Køge,2014,217251.0
Lejre,2014,233233.0
Roskilde,2014,236919.0
Solrød,2014,256135.0
Faxe,2014,203666.0
Guldborgsund,2014,189448.0
Holbæk,2014,210844.0
Kalundborg,2014,204557.0
Lolland,2014,182877.0
Næstved,2014,205699.0
Odsherred,2014,194726.0
Ringsted,2014,210613.0
Slagelse,2014,198836.0
Sorø,2014,211127.0
Stevns,2014,213864.0
Vordingborg,2014,196182.0
Assens,2014,194750.0
Faaborg-Midtfyn,2014,197313.0
Kerteminde,2014,204194.0
Langeland,2014,178437.0
Middelfart,2014,212585.0
Nordfyns,2014,196073.0
Nyborg,2014,197224.0
Odense,2014,196374.0
Svendborg,2014,203220.0
Ærø,2014,188210.0
Billund,2014,210271.0
Esbjerg,2014,207362.0
Fanø,2014,230507.0
Fredericia,2014,203698.0
Haderslev,2014,193583.0
Kolding,2014,211240.0
Sønderborg,2014,197407.0
Tønder,2014,184557.0
Varde,2014,201421.0
Vejen,2014,197406.0
Vejle,2014,215397.0
Aabenraa,2014,193579.0
Favrskov,2014,220545.0
Hedensted,2014,211880.0
Horsens,2014,208807.0
Norddjurs,2014,191447.0
Odder,2014,220531.0
Randers,2014,196159.0
Samsø,2014,191932.0
Silkeborg,2014,203470.0
Skanderborg,2014,236632.0
Syddjurs,2014,209916.0
Aarhus,2014,211446.0
