municipality,year,inc
Herning,2014,208360.0
Holstebro,2014,208196.0
Ikast-Brande,2014,201643.0
Lemvig,2014,201025.0
Ringkøbing-Skjern,2014,204248.0
Skive,2014,194850.0
Struer,2014,196535.0
Viborg,2014,207269.0
Brønderslev,2014,195355.0
Frederikshavn,2014,198040.0
Hjørring,2014,197607.0
Jammerbugt,2014,197244.0
Læsø,2014,185827.0
Mariagerfjord,2014,197592.0
Morsø,2014,186678.0
Rebild,2014,215056.0
Thisted,2014,192974.0
Vesthimmerlands,2014,189997.0
Aalborg,2014,198403.0
Copenhagen,2015,209991.0
Frederiksberg,2015,252988.0
Dragør,2015,289465.0
Tårnby,2015,227877.0
Albertslund,2015,196771.0
Ballerup,2015,223323.0
Brøndby,2015,197052.0
Gentofte,2015,425302.0
Gladsaxe,2015,235249.0
Glostrup,2015,219926.0
Herlev,2015,220790.0
Hvidovre,2015,213854.0
Høje-Taastrup,2015,212484.0
Ishøj,2015,193760.0
Lyngby-Taarbæk,2015,321890.0
Rødovre,2015,216505.0
Vallensbæk,2015,246651.0
Allerød,2015,288485.0
Egedal,2015,256199.0
Fredensborg,2015,268065.0
Frederikssund,2015,227244.0
Furesø,2015,285128.0
Gribskov,2015,232054.0
Halsnæs,2015,210450.0
Helsingør,2015,239974.0
Hillerød,2015,251272.0
Hørsholm,2015,354864.0
Rudersdal,2015,379354.0
Bornholm,2015,189477.0
Greve,2015,242508.0
Køge,2015,221728.0
Lejre,2015,238443.0
Roskilde,2015,242144.0
Solrød,2015,263333.0
Faxe,2015,207107.0
Guldborgsund,2015,193790.0
Holbæk,2015,217027.0
Kalundborg,2015,211370.0
Lolland,2015,184575.0
Næstved,2015,210156.0
Odsherred,2015,198086.0
Ringsted,2015,214485.0
Slagelse,2015,202831.0
Sorø,2015,216561.0
Stevns,2015,217194.0
Vordingborg,2015,200998.0
Assens,2015,199676.0
Faaborg-Midtfyn,2015,201163.0
Kerteminde,2015,208480.0
Langeland,2015,179988.0
Middelfart,2015,221205.0
Nordfyns,2015,199840.0
Nyborg,2015,200214.0
Odense,2015,201180.0
Svendborg,2015,207099.0
Ærø,2015,188887.0
Billund,2015,212304.0
Esbjerg,2015,210319.0
Fanø,2015,233539.0
Fredericia,2015,209082.0
Haderslev,2015,198173.0
Kolding,2015,216806.0
Sønderborg,2015,199900.0
Tønder,2015,189550.0
Varde,2015,205141.0
Vejen,2015,203630.0
Vejle,2015,223679.0
Aabenraa,2015,198437.0
Favrskov,2015,224587.0
Hedensted,2015,218083.0
Horsens,2015,212286.0
Norddjurs,2015,195317.0
Odder,2015,222963.0
Randers,2015,201261.0
Samsø,2015,201209.0
Silkeborg,2015,223506.0
Skanderborg,2015,241806.0
Syddjurs,2015,216081.0
Aarhus,2015,220011.0
Herning,2015,211934.0
Holstebro,2015,212478.0
Ikast-Brande,2015,207661.0
Lemvig,2015,208170.0
Ringkøbing-Skjern,2015,207635.0
Skive,2015,200114.0
Struer,2015,200626.0
Viborg,2015,212065.0
Brønderslev,2015,198125.0
Frederikshavn,2015,201863.0
Hjørring,2015,201501.0
Jammerbugt,2015,200225.0
Læsø,2015,188907.0
Mariagerfjord,2015,200465.0
Morsø,2015,190725.0
Rebild,2015,218859.0
Thisted,2015,199175.0
Vesthimmerlands,2015,192756.0
Aalborg,2015,203080.0
Copenhagen,2016,215215.0
Frederiksberg,2016,258624.0
Dragør,2016,295922.0
Tårnby,2016,232591.0
Albertslund,2016,199705.0
Ballerup,2016,225245.0
Brøndby,2016,201440.0
Gentofte,2016,412157.0
Gladsaxe,2016,238495.0
Glostrup,2016,222384.0
Herlev,2016,225266.0
Hvidovre,2016,217747.0
Høje-Taastrup,2016,216200.0
Ishøj,2016,196572.0
Lyngby-Taarbæk,2016,310197.0
Rødovre,2016,220440.0
Vallensbæk,2016,246964.0
Allerød,2016,293063.0
Egedal,2016,258933.0
Fredensborg,2016,270154.0
Frederikssund,2016,231363.0
Furesø,2016,293053.0
Gribskov,2016,235351.0
Halsnæs,2016,213281.0
Helsingør,2016,242869.0
Hillerød,2016,252019.0
Hørsholm,2016,359424.0
Rudersdal,2016,402149.0
Bornholm,2016,193344.0
Greve,2016,247143.0
Køge,2016,224381.0
Lejre,2016,243866.0
Roskilde,2016,246634.0
Solrød,2016,271247.0
Faxe,2016,210599.0
Guldborgsund,2016,195395.0
Holbæk,2016,218575.0
Kalundborg,2016,213540.0
Lolland,2016,185452.0
Næstved,2016,213168.0
Odsherred,2016,200701.0
Ringsted,2016,217832.0
Slagelse,2016,206681.0
Sorø,2016,218836.0
Stevns,2016,220622.0
Vordingborg,2016,201462.0
Assens,2016,202808.0
Faaborg-Midtfyn,2016,200301.0
Kerteminde,2016,212795.0
Langeland,2016,183295.0
Middelfart,2016,221910.0
Nordfyns,2016,201672.0
Nyborg,2016,202796.0
Odense,2016,203000.0
Svendborg,2016,210309.0
Ærø,2016,195335.0
Billund,2016,215983.0
Esbjerg,2016,213261.0
Fanø,2016,233960.0
Fredericia,2016,215141.0
Haderslev,2016,200526.0
Kolding,2016,220481.0
Sønderborg,2016,203449.0
Tønder,2016,192157.0
Varde,2016,207071.0
Vejen,2016,203869.0
Vejle,2016,227036.0
Aabenraa,2016,202029.0
Favrskov,2016,229808.0
Hedensted,2016,218894.0
Horsens,2016,216516.0
Norddjurs,2016,197067.0
Odder,2016,227984.0
Randers,2016,204527.0
Samsø,2016,198449.0
Silkeborg,2016,233727.0
Skanderborg,2016,246624.0
Syddjurs,2016,221772.0
Aarhus,2016,221100.0
Herning,2016,216136.0
Holstebro,2016,213089.0
Ikast-Brande,2016,212149.0
Lemvig,2016,215996.0
Ringkøbing-Skjern,2016,208666.0
Skive,2016,203607.0
Struer,2016,202272.0
Viborg,2016,215204.0
Brønderslev,2016,206456.0
Frederikshavn,2016,204842.0
Hjørring,2016,204651.0
Jammerbugt,2016,202263.0
Læsø,2016,194996.0
Mariagerfjord,2016,204608.0
Morsø,2016,192683.0
Rebild,2016,223042.0
Thisted,2016,203311.0
Vesthimmerlands,2016,196166.0
Aalborg,2016,205924.0
Copenhagen,2017,220945.0
Frederiksberg,2017,267820.0
Dragør,2017,303980.0
Tårnby,2017,239104.0
Albertslund,2017,202561.0
Ballerup,2017,230366.0
Brøndby,2017,205179.0
Gentofte,2017,419650.0
Gladsaxe,2017,245192.0
Glostrup,2017,228242.0
Herlev,2017,229138.0
Hvidovre,2017,222678.0
Høje-Taastrup,2017,221711.0
Ishøj,2017,200961.0
Lyngby-Taarbæk,2017,313568.0
Rødovre,2017,226083.0
Vallensbæk,2017,250019.0
Allerød,2017,300931.0
Egedal,2017,267883.0
Fredensborg,2017,274358.0
Frederikssund,2017,235609.0
Furesø,2017,301119.0
Gribskov,2017,241084.0
Halsnæs,2017,219665.0
Helsingør,2017,249399.0
Hillerød,2017,256639.0
Hørsholm,2017,380412.0
Rudersdal,2017,408095.0
Bornholm,2017,199413.0
Greve,2017,253934.0
Køge,2017,230812.0
Lejre,2017,250901.0
Roskilde,2017,253903.0
Solrød,2017,275979.0
Faxe,2017,215981.0
Guldborgsund,2017,199571.0
Holbæk,2017,224912.0
Kalundborg,2017,217630.0
Lolland,2017,189770.0
Næstved,2017,219169.0
Odsherred,2017,206201.0
Ringsted,2017,225324.0
Slagelse,2017,212000.0
Sorø,2017,225614.0
Stevns,2017,226624.0
Vordingborg,2017,206726.0
Assens,2017,208781.0
Faaborg-Midtfyn,2017,209324.0
Kerteminde,2017,216753.0
Langeland,2017,187483.0
Middelfart,2017,232668.0
Nordfyns,2017,208757.0
Nyborg,2017,208179.0
Odense,2017,206649.0
Svendborg,2017,214742.0
Ærø,2017,197576.0
Billund,2017,227700.0
Esbjerg,2017,219429.0
Fanø,2017,240905.0
Fredericia,2017,217669.0
Haderslev,2017,208067.0
Kolding,2017,227236.0
Sønderborg,2017,210483.0
Tønder,2017,203148.0
Varde,2017,215888.0
Vejen,2017,214071.0
Vejle,2017,234900.0
Aabenraa,2017,210096.0
Favrskov,2017,237631.0
Hedensted,2017,225664.0
Horsens,2017,223298.0
Norddjurs,2017,203237.0
Odder,2017,233238.0
Randers,2017,209411.0
Samsø,2017,206851.0
Silkeborg,2017,236754.0
Skanderborg,2017,252543.0
Syddjurs,2017,227428.0
Aarhus,2017,228901.0
Herning,2017,223994.0
Holstebro,2017,220535.0
Ikast-Brande,2017,218377.0
Lemvig,2017,220222.0
Ringkøbing-Skjern,2017,218399.0
Skive,2017,210900.0
Struer,2017,208726.0
Viborg,2017,223831.0
Brønderslev,2017,208860.0
Frederikshavn,2017,211190.0
Hjørring,2017,214621.0
Jammerbugt,2017,207677.0
Læsø,2017,201446.0
Mariagerfjord,2017,210959.0
Morsø,2017,200628.0
Rebild,2017,231559.0
Thisted,2017,209281.0
Vesthimmerlands,2017,204308.0
Aalborg,2017,212729.0
Copenhagen,2018,228338.0
Frederiksberg,2018,276683.0
Dragør,2018,311793.0
Tårnby,2018,245993.0
Albertslund,2018,208399.0
Ballerup,2018,236121.0
Brøndby,2018,211029.0
Gentofte,2018,427370.0
Gladsaxe,2018,250679.0
Glostrup,2018,232928.0
Herlev,2018,236643.0
Hvidovre,2018,229211.0
Høje-Taastrup,2018,225609.0
Ishøj,2018,205800.0
Lyngby-Taarbæk,2018,322546.0
Rødovre,2018,232107.0
Vallensbæk,2018,255657.0
Allerød,2018,306103.0
Egedal,2018,274867.0
Fredensborg,2018,281526.0
Frederikssund,2018,242718.0
Furesø,2018,308833.0
Gribskov,2018,245826.0
Halsnæs,2018,224733.0
Helsingør,2018,254779.0
Hillerød,2018,262199.0
Hørsholm,2018,375418.0
Rudersdal,2018,412461.0
Bornholm,2018,202976.0
Greve,2018,259348.0
Køge,2018,236936.0
Lejre,2018,258246.0
Roskilde,2018,260890.0
Solrød,2018,282070.0
Faxe,2018,222006.0
Guldborgsund,2018,203449.0
Holbæk,2018,229668.0
Kalundborg,2018,222710.0
Lolland,2018,193056.0
Næstved,2018,223879.0
Odsherred,2018,210297.0
Ringsted,2018,229385.0
Slagelse,2018,216819.0
Sorø,2018,229600.0
Stevns,2018,233946.0
Vordingborg,2018,212004.0
Assens,2018,212415.0
Faaborg-Midtfyn,2018,214986.0
Kerteminde,2018,222244.0
Langeland,2018,189623.0
Middelfart,2018,235139.0
Nordfyns,2018,214266.0
Nyborg,2018,215483.0
Odense,2018,211967.0
Svendborg,2018,218492.0
Ærø,2018,201430.0
Billund,2018,231771.0
Esbjerg,2018,224598.0
Fanø,2018,244102.0
Fredericia,2018,222200.0
Haderslev,2018,212391.0
Kolding,2018,232918.0
Sønderborg,2018,215616.0
Tønder,2018,204836.0
Varde,2018,218754.0
Vejen,2018,218332.0
Vejle,2018,239626.0
Aabenraa,2018,213650.0
Favrskov,2018,243703.0
Hedensted,2018,233866.0
Horsens,2018,230081.0
Norddjurs,2018,207855.0
Odder,2018,238007.0
Randers,2018,216009.0
Samsø,2018,211378.0
Silkeborg,2018,242114.0
Skanderborg,2018,259984.0
Syddjurs,2018,230006.0
Aarhus,2018,234439.0
Herning,2018,229212.0
Holstebro,2018,224254.0
Ikast-Brande,2018,221583.0
Lemvig,2018,217221.0
Ringkøbing-Skjern,2018,221198.0
Skive,2018,215303.0
Struer,2018,213174.0
Viborg,2018,229556.0
Brønderslev,2018,211674.0
Frederikshavn,2018,214560.0
Hjørring,2018,217772.0
Jammerbugt,2018,213308.0
Læsø,2018,200288.0
Mariagerfjord,2018,216354.0
Morsø,2018,202190.0
Rebild,2018,238925.0
Thisted,2018,213065.0
Vesthimmerlands,2018,208305.0
Aalborg,2018,218056.0
Copenhagen,2019,236730.0
Frederiksberg,2019,287059.0
Dragør,2019,322159.0
Tårnby,2019,252323.0
Albertslund,2019,211987.0
Ballerup,2019,242568.0
Brøndby,2019,215194.0
Gentofte,2019,468130.0
Gladsaxe,2019,259311.0
Glostrup,2019,238682.0
Herlev,2019,242303.0
Hvidovre,2019,235914.0
Høje-Taastrup,2019,231927.0
Ishøj,2019,210203.0
Lyngby-Taarbæk,2019,335602.0
Rødovre,2019,237630.0
Vallensbæk,2019,261347.0
Allerød,2019,319855.0
Egedal,2019,277595.0
Fredensborg,2019,293292.0
Frederikssund,2019,247615.0
Furesø,2019,320012.0
Gribskov,2019,251318.0
Halsnæs,2019,229476.0
Helsingør,2019,263192.0
Hillerød,2019,269847.0
Hørsholm,2019,392275.0
Rudersdal,2019,440723.0
Bornholm,2019,211258.0
Greve,2019,264596.0
Køge,2019,243517.0
Lejre,2019,263348.0
Roskilde,2019,270155.0
Solrød,2019,298425.0
Faxe,2019,228041.0
Guldborgsund,2019,210439.0
Holbæk,2019,236423.0
Kalundborg,2019,229901.0
Lolland,2019,199553.0
Næstved,2019,231004.0
Odsherred,2019,217089.0
Ringsted,2019,236332.0
Slagelse,2019,222269.0
Sorø,2019,238794.0
Stevns,2019,242225.0
Vordingborg,2019,217702.0
Assens,2019,221444.0
Faaborg-Midtfyn,2019,220675.0
Kerteminde,2019,229574.0
Langeland,2019,198995.0
Middelfart,2019,247633.0
Nordfyns,2019,221156.0
Nyborg,2019,220372.0
Odense,2019,217495.0
Svendborg,2019,228998.0
Ærø,2019,207163.0
Billund,2019,239139.0
Esbjerg,2019,231628.0
Fanø,2019,246571.0
Fredericia,2019,228663.0
Haderslev,2019,219616.0
Kolding,2019,239198.0
Sønderborg,2019,222671.0
Tønder,2019,216267.0
Varde,2019,227717.0
Vejen,2019,225825.0
Vejle,2019,248846.0
Aabenraa,2019,220387.0
Favrskov,2019,250587.0
Hedensted,2019,239240.0
Horsens,2019,237304.0
Norddjurs,2019,213598.0
Odder,2019,247163.0
Randers,2019,222865.0
Samsø,2019,222406.0
Silkeborg,2019,249196.0
Skanderborg,2019,269063.0
Syddjurs,2019,240208.0
Aarhus,2019,239830.0
Herning,2019,236376.0
Holstebro,2019,231857.0
Ikast-Brande,2019,235166.0
Lemvig,2019,231047.0
Ringkøbing-Skjern,2019,230206.0
Skive,2019,223044.0
Struer,2019,220565.0
Viborg,2019,235942.0
Brønderslev,2019,221527.0
Frederikshavn,2019,221881.0
Hjørring,2019,223556.0
Jammerbugt,2019,220723.0
Læsø,2019,208152.0
Mariagerfjord,2019,225410.0
Morsø,2019,214513.0
Rebild,2019,247609.0
Thisted,2019,222903.0
Vesthimmerlands,2019,218261.0
Aalborg,2019,223448.0
Copenhagen,2020,247849.0
Frederiksberg,2020,301686.0
Dragør,2020,332103.0
Tårnby,2020,265421.0
Albertslund,2020,221028.0
Ballerup,2020,252939.0
Brøndby,2020,224578.0
Gentofte,2020,466520.0
Gladsaxe,2020,274032.0
Glostrup,2020,250472.0
Herlev,2020,258098.0
Hvidovre,2020,246531.0
Høje-Taastrup,2020,240922.0
Ishøj,2020,219899.0
Lyngby-Taarbæk,2020,346600.0
Rødovre,2020,250287.0
Vallensbæk,2020,275714.0
Allerød,2020,327301.0
Egedal,2020,290600.0
Fredensborg,2020,301145.0
Frederikssund,2020,259828.0
Furesø,2020,330160.0
Gribskov,2020,265910.0
Halsnæs,2020,241285.0
Helsingør,2020,277015.0
Hillerød,2020,281446.0
Hørsholm,2020,423072.0
Rudersdal,2020,451164.0
Bornholm,2020,218783.0
Greve,2020,277351.0
Køge,2020,257870.0
Lejre,2020,274092.0
Roskilde,2020,282633.0
Solrød,2020,308024.0
Faxe,2020,240707.0
Guldborgsund,2020,221829.0
Holbæk,2020,248204.0
Kalundborg,2020,238499.0
Lolland,2020,207903.0
Næstved,2020,242177.0
Odsherred,2020,226597.0
Ringsted,2020,248414.0
Slagelse,2020,231013.0
Sorø,2020,246097.0
Stevns,2020,249168.0
Vordingborg,2020,230034.0
Assens,2020,230366.0
Faaborg-Midtfyn,2020,230727.0
Kerteminde,2020,238060.0
Langeland,2020,213219.0
Middelfart,2020,259282.0
Nordfyns,2020,229635.0
Nyborg,2020,231476.0
Odense,2020,226727.0
Svendborg,2020,240200.0
Ærø,2020,216258.0
Billund,2020,248416.0
Esbjerg,2020,240432.0
Fanø,2020,259036.0
Fredericia,2020,238316.0
Haderslev,2020,228974.0
Kolding,2020,253243.0
Sønderborg,2020,231509.0
Tønder,2020,223509.0
Varde,2020,238710.0
Vejen,2020,237078.0
Vejle,2020,260325.0
Aabenraa,2020,230031.0
Favrskov,2020,263996.0
Hedensted,2020,251112.0
Horsens,2020,248027.0
Norddjurs,2020,224933.0
Odder,2020,260507.0
Randers,2020,233590.0
Samsø,2020,235784.0
Silkeborg,2020,262538.0
Skanderborg,2020,284533.0
Syddjurs,2020,251576.0
Aarhus,2020,250297.0
Herning,2020,249340.0
Holstebro,2020,242976.0
Ikast-Brande,2020,254677.0
Lemvig,2020,243483.0
Ringkøbing-Skjern,2020,240974.0
Skive,2020,237359.0
Struer,2020,229130.0
Viborg,2020,246933.0
Brønderslev,2020,232506.0
Frederikshavn,2020,230845.0
Hjørring,2020,233897.0
Jammerbugt,2020,232587.0
Læsø,2020,215681.0
Mariagerfjord,2020,236314.0
Morsø,2020,222402.0
Rebild,2020,259684.0
Thisted,2020,232629.0
Vesthimmerlands,2020,226087.0
Aalborg,2020,234085.0
Copenhagen,2021,263154.0
Frederiksberg,2021,319321.0
Dragør,2021,350841.0
Tårnby,2021,275721.0
Albertslund,2021,230832.0
Ballerup,2021,263285.0
Brøndby,2021,232140.0
Gentofte,2021,529706.0
Gladsaxe,2021,286086.0
Glostrup,2021,261718.0
Herlev,2021,265046.0
Hvidovre,2021,257560.0
Høje-Taastrup,2021,251027.0
Ishøj,2021,229369.0
Lyngby-Taarbæk,2021,374550.0
Rødovre,2021,260667.0
Vallensbæk,2021,286490.0
Allerød,2021,345529.0
Egedal,2021,306979.0
Fredensborg,2021,323677.0
Frederikssund,2021,269949.0
Furesø,2021,348065.0
Gribskov,2021,277405.0
Halsnæs,2021,250501.0
Helsingør,2021,292923.0
Hillerød,2021,294129.0
Hørsholm,2021,432190.0
Rudersdal,2021,494339.0
Bornholm,2021,226536.0
Greve,2021,287771.0
Køge,2021,266858.0
Lejre,2021,287111.0
Roskilde,2021,296120.0
Solrød,2021,320668.0
Faxe,2021,248597.0
Guldborgsund,2021,233857.0
Holbæk,2021,261166.0
Kalundborg,2021,250822.0
Lolland,2021,220048.0
Næstved,2021,252832.0
Odsherred,2021,237045.0
Ringsted,2021,260103.0
Slagelse,2021,243578.0
Sorø,2021,259171.0
Stevns,2021,260019.0
Vordingborg,2021,239825.0
Assens,2021,239817.0
Faaborg-Midtfyn,2021,239416.0
Kerteminde,2021,255298.0
Langeland,2021,216232.0
Middelfart,2021,268276.0
Nordfyns,2021,238072.0
Nyborg,2021,240844.0
Odense,2021,238124.0
Svendborg,2021,252283.0
Ærø,2021,224587.0
Billund,2021,260894.0
Esbjerg,2021,253340.0
Fanø,2021,273555.0
Fredericia,2021,249906.0
Haderslev,2021,238417.0
Kolding,2021,263615.0
Sønderborg,2021,242203.0
Tønder,2021,232876.0
Varde,2021,250363.0
Vejen,2021,249003.0
Vejle,2021,274271.0
Aabenraa,2021,239958.0
Favrskov,2021,276036.0
Hedensted,2021,261284.0
Horsens,2021,257774.0
Norddjurs,2021,233140.0
Odder,2021,269323.0
Randers,2021,241945.0
Samsø,2021,244537.0
Silkeborg,2021,275254.0
Skanderborg,2021,295901.0
Syddjurs,2021,269095.0
Aarhus,2021,262497.0
Herning,2021,258963.0
Holstebro,2021,258494.0
Ikast-Brande,2021,249535.0
Lemvig,2021,255511.0
Ringkøbing-Skjern,2021,252677.0
Skive,2021,243907.0
Struer,2021,240957.0
Viborg,2021,257520.0
Brønderslev,2021,243751.0
Frederikshavn,2021,239492.0
Hjørring,2021,243166.0
Jammerbugt,2021,245136.0
Læsø,2021,234388.0
Mariagerfjord,2021,246192.0
Morsø,2021,229968.0
Rebild,2021,270439.0
Thisted,2021,241755.0
Vesthimmerlands,2021,244219.0
Aalborg,2021,244344.0
Copenhagen,2022,263314.0
Frederiksberg,2022,312449.0
Dragør,2022,351523.0
Tårnby,2022,277090.0
Albertslund,2022,232129.0
Ballerup,2022,264673.0
Brøndby,2022,233811.0
Gentofte,2022,514283.0
Gladsaxe,2022,285576.0
Glostrup,2022,261201.0
Herlev,2022,264478.0
Hvidovre,2022,259773.0
Høje-Taastrup,2022,250298.0
Ishøj,2022,231263.0
Lyngby-Taarbæk,2022,363399.0
Rødovre,2022,260390.0
Vallensbæk,2022,282400.0
Allerød,2022,345657.0
Egedal,2022,299723.0
Fredensborg,2022,309845.0
Frederikssund,2022,272115.0
Furesø,2022,343392.0
Gribskov,2022,276827.0
Halsnæs,2022,250329.0
Helsingør,2022,287701.0
Hillerød,2022,293383.0
Hørsholm,2022,422786.0
Rudersdal,2022,464564.0
Bornholm,2022,226145.0
Greve,2022,286027.0
Køge,2022,266931.0
Lejre,2022,286255.0
Roskilde,2022,294230.0
Solrød,2022,314464.0
Faxe,2022,250949.0
Guldborgsund,2022,234273.0
Holbæk,2022,262276.0
Kalundborg,2022,255624.0
Lolland,2022,222540.0
Næstved,2022,252789.0
Odsherred,2022,239052.0
Ringsted,2022,260260.0
Slagelse,2022,246729.0
Sorø,2022,259589.0
Stevns,2022,262909.0
Vordingborg,2022,246466.0
Assens,2022,240754.0
Faaborg-Midtfyn,2022,242942.0
Kerteminde,2022,253054.0
Langeland,2022,220031.0
Middelfart,2022,273442.0
Nordfyns,2022,241186.0
Nyborg,2022,242172.0
Odense,2022,238218.0
Svendborg,2022,252790.0
Ærø,2022,223526.0
Billund,2022,265340.0
Esbjerg,2022,254323.0
Fanø,2022,267294.0
Fredericia,2022,251556.0
Haderslev,2022,240469.0
Kolding,2022,262201.0
Sønderborg,2022,242729.0
Tønder,2022,243037.0
Varde,2022,254229.0
Vejen,2022,252968.0
Vejle,2022,272949.0
Aabenraa,2022,244263.0
Favrskov,2022,276131.0
Hedensted,2022,265410.0
Horsens,2022,258194.0
Norddjurs,2022,238502.0
Odder,2022,269001.0
Randers,2022,245645.0
Samsø,2022,236998.0
Silkeborg,2022,276300.0
Skanderborg,2022,294467.0
Syddjurs,2022,259512.0
Aarhus,2022,261816.0
Herning,2022,261519.0
Holstebro,2022,256921.0
Ikast-Brande,2022,253249.0
Lemvig,2022,258216.0
Ringkøbing-Skjern,2022,253252.0
Skive,2022,247931.0
Struer,2022,244086.0
Viborg,2022,259427.0
Brønderslev,2022,244534.0
Frederikshavn,2022,243387.0
Hjørring,2022,243989.0
Jammerbugt,2022,244300.0
Læsø,2022,221846.0
Mariagerfjord,2022,250212.0
Morsø,2022,238571.0
Rebild,2022,276460.0
Thisted,2022,244710.0
Vesthimmerlands,2022,245893.0
Aalborg,2022,246872.0
Copenhagen,2023,278242.0
Frederiksberg,2023,329362.0
Dragør,2023,368217.0
Tårnby,2023,290450.0
Albertslund,2023,241138.0
Ballerup,2023,277526.0
Brøndby,2023,241989.0
Gentofte,2023,591074.0
Gladsaxe,2023,301819.0
Glostrup,2023,269703.0
Herlev,2023,278171.0
Hvidovre,2023,271403.0
Høje-Taastrup,2023,260416.0
Ishøj,2023,241416.0
Lyngby-Taarbæk,2023,403789.0
Rødovre,2023,272339.0
Vallensbæk,2023,291164.0
Allerød,2023,352616.0
Egedal,2023,315613.0
Fredensborg,2023,328507.0
Frederikssund,2023,280413.0
Furesø,2023,365138.0
Gribskov,2023,286016.0
Halsnæs,2023,260823.0
Helsingør,2023,299652.0
Hillerød,2023,305073.0
Hørsholm,2023,439441.0
Rudersdal,2023,502623.0
Bornholm,2023,236127.0
Greve,2023,299792.0
Køge,2023,278321.0
Lejre,2023,295695.0
Roskilde,2023,311527.0
Solrød,2023,332367.0
Faxe,2023,258606.0
Guldborgsund,2023,241655.0
Holbæk,2023,271143.0
Kalundborg,2023,267582.0
Lolland,2023,231158.0
Næstved,2023,259892.0
Odsherred,2023,246646.0
Ringsted,2023,268728.0
Slagelse,2023,250311.0
Sorø,2023,268808.0
Stevns,2023,268714.0
Vordingborg,2023,247641.0
Assens,2023,249635.0
Faaborg-Midtfyn,2023,249583.0
Kerteminde,2023,263775.0
Langeland,2023,229432.0
Middelfart,2023,280047.0
Nordfyns,2023,247290.0
Nyborg,2023,253160.0
Odense,2023,250388.0
Svendborg,2023,260178.0
Ærø,2023,229051.0
Billund,2023,398267.0
Esbjerg,2023,264152.0
Fanø,2023,272888.0
Fredericia,2023,260495.0
Haderslev,2023,247184.0
Kolding,2023,270148.0
Sønderborg,2023,249699.0
Tønder,2023,243142.0
Varde,2023,259817.0
Vejen,2023,366280.0
Vejle,2023,282591.0
Aabenraa,2023,250127.0
Favrskov,2023,283020.0
Hedensted,2023,269899.0
Horsens,2023,263504.0
Norddjurs,2023,244016.0
Odder,2023,278060.0
Randers,2023,251503.0
Samsø,2023,247977.0
Silkeborg,2023,284074.0
Skanderborg,2023,302544.0
Syddjurs,2023,266461.0
Aarhus,2023,270915.0
Herning,2023,267283.0
Holstebro,2023,262664.0
Ikast-Brande,2023,255966.0
Lemvig,2023,267617.0
Ringkøbing-Skjern,2023,260479.0
Skive,2023,252070.0
Struer,2023,248497.0
Viborg,2023,261294.0
Brønderslev,2023,250474.0
Frederikshavn,2023,251119.0
Hjørring,2023,251445.0
Jammerbugt,2023,247982.0
Læsø,2023,236223.0
Mariagerfjord,2023,255881.0
Morsø,2023,239931.0
Rebild,2023,283758.0
Thisted,2023,245630.0
Vesthimmerlands,2023,248423.0
Aalborg,2023,256494.0
